rank,distance,cluster_id,book_name,paragraph_id,left_sentence_id,right_sentence_id,src_left,src_right,tgt_left,tgt_right
79,0.800503671169281,13,논어집주,758,2703,2704,緇布冠은 以三十升布爲之하니 升八十縷니 則其經二千四百縷矣라,細密難成하니 不如用絲之省約이라,"치포관(緇布冠)은 30새〔升〕의 베로 만드는데 1승(升)은 80올이니, 그 날실〔經〕이 2천 4백 올이 된다.","이는 세밀하여 만들기가 어려우니, 생사(生絲)를 사용하여 ˂수공(手工)이˃ 생략(省約)됨만 못하다."
80,0.8003922700881958,10,당시삼백수3,3,12,13,〈竹里館〉,王維,〈죽리관〉,왕유
81,0.8003191351890564,10,자치통감강목5,308,1879,1880,"麒麟閣, 在未央宮中, 武帝獲麒麟時, 作此閣, 圖畫其像於閣, 遂以爲名.",一說 “蕭何所造. ”,"기린각(麒麟閣)은 미앙궁(未央宮) 가운데 있으니, 무제(武帝)가 기린을 잡았을 적에 이 각(閣)을 지었는데, 기린의 모습을 각(閣)에 그리고 마침내 기린각으로 이름하였다.",일설에 “소하(蕭何)가 만든 것이다. ” 하였다.
82,0.8000335693359375,10,당송팔대가문초구양수3,527,2769,2770,六世之祖가,初留碭山이라,6세조가,처음 탕산현(碭山縣)에 머물다가
83,0.8000204563140869,10,자치통감강목5,434,2499,2500,◑罷孝文太后寢祠園하다,"孝文太后薄氏, 葬霸陵之南.","효문태후(孝文太后)의 침(寢)과 사당(祠堂), 원(園)을 없앴다.",효문태후(孝文太后) 박씨(薄氏)를 패릉(霸陵)의 남쪽에 장례하였다.
84,0.7998937964439392,10,당송팔대가문초구양수3,122,511,512,田焦之學은 廢於漢末하고 費氏獨興하야 遞傳至鄭康成이라,而王弼所注에 或用康成之說하니 是弼卽鄭本而爲注라,전씨(田氏)와 초씨(焦氏)의 학문은 한(漢)나라 말엽에 없어졌고 비씨(費氏)만이 흥성하여 여러 대를 전하여 정강성(鄭康成)에 이르렀다.,왕필이 주석한 부분에 정강성(鄭康成)의 설이 인용되기도 하였으니 왕필이 정강성(鄭康成)의 판본에 주석을 단 것이다.
85,0.7997906804084778,8,당송팔대가문초구양수3,233,1037,1038,金은 僞吳時貴將이라,與行密俱起合淝하니 號三十六英雄에 金其一也라,유금(劉金)은 위오(僞吳) 때의 높은 장수였다.,"양행밀(楊行密)과 함께 합비(合淝)에서 거병(擧兵)하였으니, 36명의 영웅이라 불리는 사람 중에 유금(劉金)이 한 사람이다."
86,0.7996810674667358,10,맹자집주,654,2260,2261,神農은 炎帝神禮氏니 始爲耒耜하여 敎民稼穡者也라,爲其言者는 史遷所謂農家者流也라,"신농(神農)은 염제신농씨(炎帝神農氏)이니, 처음으로 쟁기 자루와 보습을 만들어서 백성들에게 가색(稼穡)을 가르친 자이다.","그 말을 한다는 것은, 사천(史遷)의 이른바 ‘농가자류(農家者流)’라는 것이다."
87,0.7996553182601929,8,자치통감강목6,1114,2446,2447,"去胡來王, 婼羌國王號. 唐兜, 其王之名也.","去胡來者, 義取去胡而來降漢也.","거호래왕(去胡來王)은 강국왕(羌國王)의 칭호이고, 당두(唐兜)는 그 왕의 이름이다.",거호래(去胡來)는 오랑캐를 버리고 와서 한(漢)나라에 항복하였다는 뜻을 취한 것이다.
88,0.7996132969856262,9,예기집설대전1,431,1587,1588,二十五家가 爲里라.,巷歌는 歌於巷也라.,25가구가 1리(里)이다.,항가(巷歌)는 거리에서 노래하는 것이다.
89,0.7993218302726746,1,당송팔대가문초한유3,321,1737,1738,汝之書는 六月十七日也요 東野云 汝歿以六月二日이요,耿蘭之報는 無月日이라 蓋東野之使者는 不知問家人以月日이요 如耿蘭之報는 不知當言月日이라,"너의 편지에는 6월 17일로 쓰여 있고,  맹동야(孟東野)는 “네가 죽은 날이 6월 2일이다. ”라고 하였고, ","경란(耿蘭)의 통보에는 월‧일이 적혀 있지 않으니, 아마도 맹동야의 사자(使者)는 집안 사람에게 사망한 월‧일을 물어야 함을 몰랐던 듯하고, 경란(耿蘭)의 통보는 응당 월‧일을 말"
90,0.7991756200790405,11,당송팔대가문초한유1,185,1054,1055,與陳生書,韓公本色이라,진생(陳生)에게 준 편지,한공(韓公)의 본색(本色)이다.
91,0.7991005182266235,8,당송팔대가문초유종원2,250,1906,1907,制器足兵하여,潰玆蟻結이라,"무기를 제조하고 병사 충원해,",개미 무리 도적 떼 무너뜨렸네.
92,0.7990926504135132,12,자치통감강목4,212,1461,1462,時에 禁苑에 有白鹿하고 而少府에 多銀錫이어늘,乃以白鹿皮方尺으로 緣以藻繢하여 爲皮幣하니 直四十萬이라,이때 금원(禁苑)에 흰 사슴이 있었고 소부(少府)에 은(銀)과 주석이 많았다.,"이에 사방 1척(尺)이 되는 흰 사슴 가죽에 오색실로 가장자리를 수놓아 피폐(皮幣)를 만드니, 한 장에 값어치가 40만 전(錢)이었다."
93,0.7990151047706604,9,당송팔대가문초소식5,227,1015,1016,三槐堂銘,中多名言이라,삼괴당(三槐堂)에 대한 명(銘),글 가운데 명언(名言)이 많다.
94,0.7989111542701721,10,자치통감강목6,1153,2521,2522,"新息ㆍ召陵二縣, 屬汝南郡.","續漢志 “南陽郡新野縣, 有東鄕, 故新都, 王莽所封也.",신식(新息)과 소릉(召陵) 두 현(縣)은 여남군(汝南郡)에 속하였다.,"≪속한지(續漢志)≫에 “남양군(南陽郡) 신야현(新野縣)에 동향(東鄕)이 있으니, 옛 신도국(新都國)으로 왕망(王莽)을 봉한 곳이다."
95,0.7989083528518677,13,당송팔대가문초소철3,239,1299,1300,錢以千計者四千八百四十八萬이요 而其出之多者一百八十二萬이니이다,紬絹以匹計者一百五十一萬이요 而其出之多者十七萬이니이다,"전(錢)을 천(千)으로 계산한 것이 4, 848만 천이고, 지출의 초과분이 182만 천입니다.","주견(紬絹)을 계산한 것이 151만 필이고, 지출의 초과분이 17만 필입니다."
96,0.7986716628074646,3,자치통감강목7,664,2183,2184,臣이 竊見元帝輕殊死刑이 三十四事요 哀帝輕殊死刑이 八十一事로되,其四十二事는 手殺人者를 減死一等하니 自後로 著爲常準이라,"“신(臣)이 삼가 살펴보니, 원제(元帝)가 수사형(殊死刑)을 감형(減刑)한 것이 34건이고, 애제(哀帝)가 수사형(殊死刑)을 감형한 것이 81건입니다.","그중에 42건은 직접 사람을 죽인 것인데, 이를 사형에서 한 등급을 경감(輕減)하였으니, 이후로 이것이 명시되어 떳떳한 기준이 되었습니다."
97,0.7985926270484924,6,당송팔대가문초왕안석2,627,3215,3216,東門之行이 不幾日月이어늘,孰云于今에 萬世之別가,"그대와 동문(東門)에서 헤어진 후, 몇 날이 지나지 않았는데,",지금에 이르러 영영 이별하게 될 줄을 누가 알았으리오?
98,0.7983459830284119,6,당송팔대가문초유종원2,255,1963,1964,信也蕝之하니,有朱其紱하여,"조신(曹信)은 무덤 장소 띠풀로 묶어,","붉은색의 인끈이 발견되었고,"
99,0.7982127070426941,5,당송팔대가문초유종원2,54,280,281,永州龍興寺東北陬有堂하니 堂之地隆然負塼甓而起者,廣四步요 高一尺五寸이라,"영주(永州) 용흥사(龍興寺) 동북 모퉁이에 불당(佛堂)이 하나 있는데, 불당의 바닥이 불룩하게 벽돌을 업은 채로 일어나는 곳이 있다.",그 넓이는 4보(步)이고 높이는 한 자 다섯 치이다.
100,0.7981383204460144,4,당송팔대가문초유종원2,250,1914,1915,海無遘迕하고,寇罔踰越이라,"바다엔 일으키는 반란이 없고,",도적들도 경계선 넘지 않았네.
101,0.7980974316596985,5,자치통감강목6,1267,2761,2762,"莽造錯刀, 蓋身形如刀, 以黃金錯, 其文曰一刀直五千.","錯, 塗也.","왕망(王莽)이 착도(錯刀)를 만들었는데, 몸체가 칼과 비슷하고 황금을 칠하였으며 “일도직오천(一刀直五千)”이라는 문양이 새겨져 있었다.",착(錯)은 칠함이다.
102,0.7980921268463135,0,당송팔대가문초한유1,47,252,253,昔者에 黃帝在位百年이요 年百一十歲며 少昊在位八十年이요 年百歲며 顓頊在位七十九年이요 年九十八歲며,帝嚳在位七十年이요 年百五歲며 帝堯在位九十八年이요 年百一十八歲며 帝舜及禹年皆百歲니이다,"옛날에 황제(黃帝)는 재위(在位) 기간이 100년이고 수명이 110세였으며, 소호(少昊)는 재위기간이 80년이고 수명이 100세였으며, 전욱(顓頊)은 재위기간이 79년이고 수명이 ","제곡(帝嚳)은 재위기간이 70년이고 수명이 105세였으며, 제요(帝堯)는 재위기간이 98년이고 수명이 118세였으며, 제순(帝舜)과 우(禹)도 모두 수명이 100세였습니다."
103,0.7980371713638306,10,당송팔대가문초유종원2,245,1825,1826,覃季子墓誌銘,跌宕이라,담계자(覃季子)의 묘지명(墓誌銘),자유분방하다.
104,0.7979192733764648,10,예기집설대전2,26,117,118,孔子父墓在防이라,故奉母喪以合葬하시니라,공자(孔子)의 아버지 묘소가 방산(防山)에 있었다.,그러므로 어머니의 상(喪)을 받들어 합장(合葬)한 것이다.
105,0.79763263463974,6,당송팔대가문초소식5,74,272,273,元豐二年正月二十日에 與可歿於陳州하다,是歲七月七日에 予在湖州하야 曝書畫라가 見此竹하고 廢卷而哭失聲이라,원풍(元豐) 2년 정월 20일에 문여가(文與可)가 진주(陳州)에서 별세하였다.,"이해 7월 7일에 나는 호주(湖州)에서 서화를 햇볕에 말리다가 이 묵죽(墨竹)을 보고는, 그림책을 덮어놓고 목이 쉬도록 울었다."
106,0.7976184487342834,5,당송팔대가문초증공1,386,2183,2184,於是에 築環湖之隄하니 凡九千一百三十四丈이요 其廣一丈八尺이요 而其高는 八尺이니,廣倍於舊하고 而高倍於舊三之二이라,"그리하여 광덕호(廣德湖)를 둘러싼 제방을 건축하였는데 길이는 총 9, 134장(丈)이며 그 너비는 1장(丈) 8척(尺), 그 높이는 2척(尺)이었다.","너비는 이전보다 두 배나 되었고, 높이도 예전보다 두 배가 되는 곳이 전체의 3분의 2였다."
107,0.7975156903266907,12,당송팔대가문초증공1,371,2075,2076,自計材至於用工히 總爲日凡二千三百九十六日而落成焉하니라,夏希道太初는 此令之姓名字也며 慶曆七年十月二十三日은 此成之年月日也라,"건축 자재를 준비한 시기부터 노동력을 투입한 시기까지 총 2, 396일이 걸린 뒤에 준공되었다.","하희도(夏希道) 태초(太初)는 현령(縣令)의 성명(姓名)과 자(字)이며, 경력(慶曆) 7년 10월 23일은 준공된 연월일이다."
108,0.7975012063980103,5,당송팔대가문초증공1,396,2252,2253,王遵巖曰,二堂及此記 皆絶佳하니라,왕준암(王遵巖)이 말하였다.,“〈제주이당기(齊州二堂記)〉와 이 〈양주의성현장거기(襄州宜城縣長渠記)〉가 모두 매우 훌륭하다. ”
109,0.7974859476089478,7,서경집전(상),22,146,147,故로 日行이 一日亦繞地一周로되 而在天에 爲不及一度라,積三百六十五日九百四十分日之二百三十五而與天會하니 是一歲日行之數也라,그러므로 해의 운행은 하루에 또한 땅을 한 바퀴 돌되 하늘에 있어 1도를 미치지 못하게 된다.,"365일과 940분의 235일을 쌓아 하늘과 만나니, 이는 1년 동안 해가 운행하는 수이다."
110,0.7974103689193726,5,당송팔대가문초한유3,158,938,939,墓在河南緱氏縣梁國之原이라,其年月日은 元和二年二月十日云이라,무덤은 하남(河南) 구지현(緱氏縣) 양국원(梁國原)에 있다.,합장(合葬)한 일시는 원화(元和) 2년(807) 2월 10일이라 한다.
111,0.797343909740448,9,자치통감강목2,479,3110,3111,秋七月에 有星孛于大角하다,"孛, 步內‧蒲沒二切, 彗類.",가을 7월에 패성(孛星)이 대각(大角)에 있었다.,"패(孛)는 보내(步內)의 절(切)과 포몰(蒲沒)의 절(切)이니, 혜성의 종류이다."
112,0.7973129749298096,10,자치통감강목5,247,1522,1523,"薄胥堂, 握衍朐鞮單于從兄.","呼揭, 西方匈奴.",박서당(薄胥堂)은 악연구제선우(握衍朐鞮單于)의 종형(從兄)이다.,호게(呼揭)는 서쪽 지방에 있는 흉노(匈奴)이다.
113,0.7972901463508606,5,자치통감강목4,357,2296,2297,甘泉房中에 産芝九莖이어늘 赦하다,"時, 芝産於甘泉齋房, 九莖連葉.",감천(甘泉)의 재계하는 방에 아홉 줄기의 잎이 이어진 지초(芝草)가 나왔으므로 사면(赦免)하였다.,"이때 지초(芝草)가 감천(甘泉)의 재계하는 방에서 나왔는데, 아홉 줄기의 잎이 이어져 있었다."
114,0.7971424460411072,14,자치통감강목7,782,2506,2507,戊申年(A. D. 48),二十四年이라,무신년(戊申年)(A. D. 48),한(漢)나라 세조(世祖) 광무황제(光武皇帝) 건무(建武) 24년이다.
115,0.7968366742134094,7,시경집전(하),256,557,558,故로 日一歲而一周天하고 月二十九日有奇而一周天하며 又逐及於日而與之會하니 一歲에 凡十二會라,方會則月光都盡而爲晦하고 已會則月光復蘇而爲朔하며 朔後晦前各十五日에 日月相對하면 則月光正滿而爲望이라,"그러므로 해는 1년에 하늘을 한 바퀴 돌고, 달은 29일하고 기(奇)에 하늘을 한 바퀴 돌며, 또 해를 따라잡아 해와 만나니, 1년에 모두 12차례를 만난다.","해와 달이 만나게 되면 월광(月光)이 모두 다하여 그믐이 되고, 이미 만나고 나면 월광(月光)이 다시 소생하여 초하루가 되며, 초하루 뒤와 그믐 전의 각각 15일에 해와 달이 서로"
116,0.7965561151504517,10,당시삼백수1,142,1032,1033,其後作者相繼 如王摩詰韓退之劉禹鍚 本朝王介甫 皆有歌詩 爭出新意 各相雄長,桃源詩 唐宋以來 作桃源行最傳者 王摩詰韓退之王介甫三篇,"그 후의 작자들이 계속 이어져, 왕마힐(王摩詰)(왕유(王維)), 한퇴지(韓退之)(한유(韓愈)), 유우석(劉禹錫), 본조(本朝)(송대(宋代))의 왕개보(王介甫)(왕안석(王安石))가 ","〈도원시(桃源詩)〉 당송이래로 도원행(桃源行)을 지어서 가장 널리 알려진 것은 왕마힐, 한퇴지, 왕개보가 지은 세 편이다."
117,0.7965312004089355,5,당시삼백수3,64,563,564,李廣射虎事 僅言射石沒羽 記載未詳,夫弓力雖勁 以石質之堅 沒鏃已屬難能 而況沒羽,"이광이 호랑이를 쏜 일은, 다만 바위를 쏘아서 화살 깃까지 푹 처박혔다는 것을 말했을 뿐 기재된 것이 자세하지 않다.","활을 당기는 힘이 아무리 강하다 하더라도 바위의 단단한 성질을 생각한다면, 화살촉이 박히는 것도 이미 불가능한 일일 터인데 하물며 화살 깃까지 박힘에 있어서랴."
118,0.7963008880615234,12,당송팔대가문초구양수1,213,1606,1607,蓋初建五寨之時에 本不如此라,寨兵各有定數하니 建寧置一千五百人하고 其餘四寨는 各止三百至五百이러니,처음 5채를 세울 때에는 본래 이렇지는 않았습니다.,"채(寨)의 병사는 각각 정해진 수가 있었으니, 건녕(建寧)에는 1천5백 명을 두었고 그 나머지 네 채(寨)에는 각각 3백 내지 5백 명에 그쳤습니다."
119,0.7962968945503235,9,서경집전(하),401,1614,1615,胐는 孟康曰 月出也니 三日明生之名이라하니라,戊申은 三月五日也라,"비(胐)는 맹강(孟康)이 말하기를 “달이 나오는 것이니, 초사흘에 밝은 달이 나옴을 이름함이다.” 하였다.",무신일(戊申日)은 3월 5일이다.
120,0.7962297797203064,9,당송팔대가문초소철3,239,1298,1299,銀以兩計者五萬七千이요 而其出之多者六萬이니이다,錢以千計者四千八百四十八萬이요 而其出之多者一百八十二萬이니이다,"은(銀)을 양(兩)으로 계산한 것이 5만 7천 냥이고, 지출의 초과분이 6만 냥입니다.","전(錢)을 천(千)으로 계산한 것이 4, 848만 천이고, 지출의 초과분이 182만 천입니다."
121,0.7962105870246887,9,시경집전(상),74,252,253,比也라,螽斯는 蝗屬이니 長而靑하고 長角長股하니 能以股相切作聲하며 一生九十九子라,비(比)이다.,"종사(螽斯)는 메뚜기의 등속이니, 길고 푸르며 촉각이 길고 다리가 긴데, 다리를 서로 비벼서 소리를 내며, 한 번에 99마리의 새끼를 낳는다."
122,0.796140193939209,13,자치통감강목6,1347,2927,2928,"剛卯, 以正月卯日作, 佩之, 長三寸, 廣一寸, 四方或用玉, 或用金, 或用桃, 著革帶佩之.","金刀, 莽所鑄之錢也.","강묘(剛卯)는 정월(正月) 묘일(卯日)에 만들어서 몸에 차니, 길이가 3촌(寸)이고 너비가 1촌(寸)이며, 사방에 옥(玉)을 사용하거나 혹은 금(金)을 사용하거나 혹은 복숭아나무를",금도(金刀)는 왕망(王莽)이 주조한 돈이다.
123,0.7959086894989014,14,자치통감강목5,104,584,585,元康元年이라,春正月에 初作杜陵하다,한(漢)나라 중종(中宗) 효선황제(孝宣皇帝) 원강(元康) 원년이다.,봄 정월에 처음으로 황제의 수릉(壽陵)(예비 능)인 두릉(杜陵)을 만들었다.
124,0.7957982420921326,10,자치통감강목6,1168,2551,2552,"史篇文字, 周宣王太史史籀所作大篆書也.","籀, 直救切.",사편(史篇)의 문자(文字)는 주(周)나라 선왕(宣王)의 태사(太史)인 사주(史籀)가 만든 대전(大篆)의 글자이다.,주(籀)는 직구(直救)의 절(切)이다.
125,0.7957252264022827,5,자치통감강목4,595,3533,3534,"以椒和泥塗壁, 取其溫煖而芳, 辟除惡氛.",一說 “取繁衍多子之義. ”,"천초(川椒)를 진흙과 섞어 벽에 바르니, 이는 따뜻하고 향기로워서 나쁜 냄새를 제거하는 뜻을 취한 것이다.","일설에 “천초(川椒)는 번성하니, 자식을 많이 두라는 뜻을 취한 것이다. ” 하였다."
126,0.7957100868225098,9,자치통감강목6,1431,3113,3114,"小錢, 徑六分, 重一銖, 文曰 “小錢直一. ”","大錢, 徑寸二分, 重十二銖, 文曰 “大錢五十. ”","소전(小錢)은 지름이 6분(分)에 무게가 1수(銖)인데, 전문(錢文)에 “소전(小錢)은 값어치가 1전(錢)이다. ”라고 쓰여 있었다. ","대전(大錢)은 지름이 1촌(寸) 2분(分)이고 무게가 12수(銖)인데, 전문(錢文)에 “대전(大錢)은 값어치가 50전(錢)이다. ”라고 쓰여 있었다. "
127,0.7953802347183228,13,예기집설대전2,695,2352,2353,言壬午則正祭辛巳日也라,萬舞는 執干以舞也요 籥舞는 吹籥以舞也니 萬入去籥者는 言此繹祭時에 以仲遂之卒로 但用無聲之干舞以入하고 去有聲之籥舞而不用也라,"임오일(壬午日)이라고 말하였으니, 정시의 제사는 신사일(辛巳日)이다.","만무(萬舞)는 방패를 가지고 추는 춤이고, 약무(籥舞)는 피리를 불면서 추는 춤이니, ‘만무(萬舞)만을 추게 하고 약무(籥舞)는 버리고 쓰지 않았다. ’는 것은 이번 역제(繹祭)를"
128,0.795229434967041,11,당송팔대가문초증공1,476,2668,2669,今是殿之費는 十萬不已요 必百萬也며 百萬不已요 必千萬也며 或累累而千萬之不可知也라,其費如是廣이어늘 欲勿記其日時면 其得邪아,"지금 이 아호원(鵝湖院) 불전(佛殿)을 짓는 데에 들어간 비용은 십만 금에 그치지 않고 필시 백만 금일 수도 있을 것이고, 백만 금에 그치지 않고 필시 천만 금일 수도 있을 것이며",이 비용이 이와 같이 많은데 그 건축한 일시를 기록하지 않고 그만두려고 하면 되겠는가.
129,0.7951900959014893,9,시경집전(상),742,1718,1719,故로 謂之營室이라,楚宮은 楚丘之宮也라,그러므로 영실성(營室星)이라 이른다.,초궁(楚宮)은 초구(楚丘)의 궁궐이다.
130,0.7951894402503967,10,자치통감강목4,501,3011,3012,"陽石公主, 帝女也.","班志 “陽石縣, 屬北海郡. ”",양석공주(陽石公主)는 황제의 딸이다.,≪한서(漢書)≫ 〈지리지(地理志)〉에 “양석현(陽石縣)은 북해군(北海郡)에 속하였다. ” 하였다.
131,0.7949218153953552,13,당송팔대가문초증공1,362,2012,2013,其成也에,積屋之區若干이요 而門序正位와 講藝之堂과 栖士之舍皆足하고,학교가 준공된 뒤에 그 규모를 살펴보니 다음과 같았다. ,"건물이 들어선 면적은 약간의 넓이인데, 그 안에 대문, 좌우 행랑채, 정전(正殿)과# 강당 및 학생 기숙사가 전부 갖추어졌다."
132,0.7949071526527405,1,당송팔대가문초한유1,197,1132,1133,與崔群書,大較昌黎與崔群 相知深이라,최군(崔群)에게 준 편지,대체로 창려(昌黎)와 최군(崔群)은 서로 마음을 깊이 아는 벗이었다.
133,0.7948977947235107,10,자치통감강목4,280,1896,1897,"恩澤侯表 “樂通侯, 食邑於安定郡高平縣. ”","公主, 衛太子姊也.",≪은택후표(恩澤侯表)≫에 “낙통후(樂通侯)는 안정군(安定郡) 고평현(高平縣)을 식읍(食邑)으로 하였다. ” 하였다.,공주(公主)는 위태자(衛太子)(여태자(戾太子))의 누이이다.
134,0.7948750853538513,7,당송팔대가문초소순1,325,2056,2057,六畜은 其初엔 皆獸也라,彼虎豹能搏能噬하고 而馬亦能蹄하고 牛亦能觸하니라,여섯 종의 가축은 그 처음에는 모두가 야생동물이었다.,"저 호랑이와 표범은 덮치고 물어뜯는 데 능하고, 말은 또 말굽으로 뒷발질하는 데 능하며, 소는 또 뿔로 들이박는 데 능하다."
135,0.7946311235427856,5,당송팔대가문초유종원2,172,1071,1072,先生曰,猗氏之鹽은 晉寶之大也라,유선생(柳先生)이 말하였다.,“의씨(猗氏) 지방 소금은 진(晉)의 보배 중에 큰 보배입니다.
136,0.7944291234016418,0,자치통감강목7,509,1567,1568,高平范氏曰,非光武면 不能遂子陵之高요 非子陵이면 不能成光武之大也니라,고평(高平) 범씨(范氏)(범중엄(范仲淹))가 다음과 같이 평하였다.,"“광무제(光武帝)가 아니면 자릉(子陵)(엄광(嚴光))의 높은 지조를 이루지 못했을 것이요, 자릉이 아니면 광무제의 큰 도량을 이루지 못했을 것이다. ”"
137,0.7944070100784302,7,서경집전(상),43,322,323,北極은 出地上三十六度요 南極은 入地下亦三十六度而嵩高正當天之中이라,極南五十五度當嵩高之上하고 又其南十二度爲夏至之日道요 又其南二十四度爲春秋分之日度요 又其南二十四度爲冬至之日道니,북극(北極)은 지상으로 나온 것이 36도이고 남극(南極)은 지하로 들어간 것이 또한 36도인데 높은 곳이 바로 하늘의 중앙에 해당한다.,"극남(極南)의 55도가 가장 높은 곳에 해당하고 또 그 남쪽 12도는 하지의 일도(日道)가 되고 또 그 남쪽 24도는 춘분과 추분의 일도(日道)가 되며, 또 그 남쪽 24도는 동지"
138,0.7943043112754822,14,자치통감강목6,280,598,599,元延元年이라,春正月朔에 日食하다,한(漢)나라 효성황제(孝成皇帝) 원연(元延) 원년이다.,봄 정월 초하루에 일식이 있었다.
139,0.7942272424697876,14,서경집전(하),507,1986,1987,戊辰은 十二月之戊辰日也라,是日에 成王在洛하여 擧烝祭之禮라,무진(戊辰)은 12월의 무진일(戊辰日)이다.,이 날에 성왕(成王)이 낙읍(洛邑)에 있으면서 증제(烝祭)의 예(禮)를 거행하였다.
140,0.7942020893096924,6,당송팔대가문초소식5,144,595,596,且死에 自誓於佛호되 願持律終身하고 且造千手眼觀世音像하야 而誦其名을 千萬遍이러니,病已而力不給이어늘 則縮衣節口三十餘年에 銖積寸累하야 以迄于成하니 其高九仞이라,"그는 거의 죽게 되자, 스스로 부처님에게 맹세하기를 죽을 때까지 율법을 지키고 또 천수천안(千手千眼)의 관세음상(觀世音像)을 만들어서 천만 번 그 이름을 외울 것을 원하였다.","그런데 병이 나았으나 재력이 부족하자, 입는 옷과 먹는 것을 30여 년 동안 절약하여 한 푼을 모으고 한 치를 쌓아서 관음상(觀音像)을 완성하니, 그 높이가 아홉 길이었다."
141,0.794180691242218,8,맹자집주,1258,4299,4300,萬章問曰,或曰 百里奚自鬻於秦養牲者하여 五羊之皮로 食牛하여 以要秦穆公이라하니 信乎잇가,만장(萬章)이 물었다.,“혹자(或者)가 이르기를 ‘백리해(百里奚)가 스스로 진(秦)나라의 희생을 기르는 자에게 팔려가서 다섯 마리 양의 가죽을 받기로 하고 소를 먹여 진(秦)나라 목공(穆公)에게 등용되기
142,0.7941257953643799,5,서경집전(하),401,1615,1616,戊申은 三月五日也라,卜宅者는 用龜하여 卜宅都之地니 旣得吉卜일새 則經營規度其城郭宗廟郊社朝市之位라,무신일(戊申日)은 3월 5일이다.,"복택(卜宅)은 거북을 사용하여 도읍(都邑)할 땅을 점치는 것이니, 이미 길(吉)한 점괘를 얻었으므로 그 성곽(城郭)과 종묘(宗廟), 교사(郊社)와 조시(朝市)의 위치를 경영(經營)"
143,0.7940155863761902,2,당송팔대가문초유종원2,228,1649,1650,臣之具未及施에 見大鯨驅群蛟逐肥魚於渤澥之尾하니,震動大海하고 簸掉巨島하여 一啜而食若舟者數十이라,그런데 신이 고래를 잡을 도구를 미처 설치하기 전에 큰 고래가 상어 떼를 몰아 발해(渤澥)의 해안에서 살진 고기를 뒤쫓는 광경을 목격하였습니다.,큰 고래가 바다를 진동시키고 큰 섬을 흔들어대면서 배만큼 큰 고기 수십 마리를 한입에 삼켰습니다.
144,0.7935965657234192,6,당송팔대가문초구양수3,271,1192,1193,醉翁亭記,文中之畫라,취옹정(醉翁亭)에 대한 기문(記文),글 가운데 그림이다.
145,0.7935487627983093,12,자치통감강목4,394,2450,2451,六年이라,春에 作首山宮하다,한(漢)나라 세종(世宗) 효무황제(孝武皇帝) 원봉(元封) 6년이다.,봄에 수산궁(首山宮)을 지었다.
146,0.7934743165969849,13,당송팔대가문초유종원2,255,1970,1971,靈其鼓舞하여,從而父祖하니,"무덤 속의 영령이 기뻐 춤추며,","부친 조부 곁으로 돌아갔으니,"
147,0.7934607267379761,5,당송팔대가문초증공1,338,1843,1844,其竹木之費 凡九十二萬有三千이요,計越之戶二十萬有六千이니 賦之而復其租하면 其勢易足이니,"그 공사에 들어가는 대나무와 목재의 비용이 총 92만 3, 000문(文)이다.","월주(越州)의 호수(戶數)를 계산하면 20만 6, 000호(戶)인데, 그들에게 이 비용을 부과하는 대신 그들의 토지세(土地稅)를 면제해준다면, 사세(事勢)로 보아 비용을 마련하기 "
148,0.7934170365333557,10,당시삼백수3,46,404,405,何滿子者曲名 白樂天云 滄州人 姓何名滿,開元中犯罪 繫獄中撰此曲,"하만자는 곡의 명칭인데, 백낙천(白樂天)은 말하기를 “창주(滄州) 사람인데, 성은 하(河)요, 이름은 만(滿)이다.",개원(開元) 연간에 죄를 범하여 옥중에 갇혀 있으면서 이 곡을 지었다.
149,0.7933977842330933,2,당시삼백수2,135,807,808,〈孤雁〉,崔塗,〈외로운 기러기〉,최도
150,0.7933939099311829,13,자치통감강목3,417,2556,2557,六月에 未央宮東闕罘罳災하다,"罘, 音浮. 罳, 音思.",6월에 미앙궁(未央宮)의 동쪽 대궐인 부시(罘罳)(부사)에 화재가 발생하였다.,부(罘)는 음이 부(浮)이고 사(罳)는 음이 사(思)이다.
151,0.7933626174926758,13,맹자집주,199,763,764,九一者는 井田之制也라,方一里爲一井이니 其田九百畝라,구일(九一)이란 정전(井田)의 제도이다.,"방(方) 1리(里)가 1정(井)이 되니, 그 토지는 9백묘(百畝)이다."
152,0.7933300733566284,10,자치통감강목5,577,3327,3328,"興, 夜郞王名也.","鉤町, 音劬挺, 西南夷種, 後置縣, 屬牂柯.",흥(興)은 야랑왕(夜郞王)의 이름이다.,"구정(鉤町)은 음이 구정(劬挺)이니, 서남쪽에 있는 오랑캐의 종족으로, 뒤에 이곳에 현(縣)을 설치하여 장가군(牂柯郡)에 소속시켰다."
153,0.7932762503623962,13,시경집전(하),1245,2687,2688,蘇氏曰,鶖鶴은 皆以魚爲食이라,소씨(蘇氏)가 말하였다.,“두루미와 학은 모두 고기를 먹이로 한다.
154,0.7931291460990906,14,예기집설대전2,760,2589,2590,先人之室은 宗廟也라,魯成公三年에 焚宣公之廟하니 神主初入이라 故曰新宮이라,‘선인지실(先人之室)’은 종묘(宗廟)이다.,노(魯)나라 성공(成公) 3년에 선공(宣公)의 사당에 불이 났는데 신주(神主)가 처음 사당으로 들어갔기 때문에 ‘새로 지은 사당新宮’이라고 한 것이다.
